Category,Item,Serving Size,Calories,Calories from Fat,Total Fat,Total Fat (% Daily Value),Saturated Fat,Saturated Fat (% Daily Value),Trans Fat,Cholesterol,Cholesterol (% Daily Value),Sodium,Sodium (% Daily Value),Carbohydrates,Carbohydrates (% Daily Value),Dietary Fiber,Dietary Fiber (% Daily Value),Sugars,Protein,Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Serving Size (Numeric),Calorie Density,Fat to Carb Ratio,Category_Encoded,PCA1,PCA2,Cluster
Chicken & Fish,Southern Style Crispy Chicken Sandwich,5.6 oz (160 g),430,170,19.0,29,3.0,15,0.0,45,14,910,38,43,14,2,7,7,21,4,2,15,15,5.6,76.78571428571429,0.4318181818181818,2,2.1950920825787823,-1.8159276199124448,2
Chicken & Fish,McChicken,5.1 oz (143 g),360,140,16.0,25,3.0,15,0.0,35,11,800,33,40,13,2,7,5,14,0,2,10,15,5.1,70.58823529411765,0.3902439024390244,2,1.3816973390503975,-2.1206031771956857,2
Chicken & Fish,Bacon Cheddar McChicken,6 oz (171 g),480,220,24.0,38,7.0,35,0.0,65,21,1260,53,43,14,2,8,6,22,4,10,20,15,6.0,80.0,0.5454545454545454,2,3.8436918957743167,-1.6637760247292002,2
Chicken & Fish,Bacon Buffalo Ranch McChicken,5.7 oz (161 g),430,190,21.0,32,5.0,25,0.0,50,17,1260,53,41,14,2,7,6,20,2,10,15,15,5.7,75.43859649122807,0.5,2,3.030613749650626,-2.0156242450360855,2
Chicken & Fish,Buffalo Ranch McChicken,5.2 oz (148 g),360,150,16.0,25,3.0,16,0.0,35,11,990,41,40,13,2,7,5,14,2,2,15,15,5.2,69.23076923076923,0.3902439024390244,2,1.6321902575974543,-2.0815213718746297,2
Chicken & Fish,Premium McWrap Chicken & Bacon (Crispy Chicken),11.1 oz (316 g),630,280,32.0,49,9.0,45,0.5,80,26,1540,64,56,19,3,13,7,32,60,20,20,20,11.1,56.75675675675676,0.5614035087719298,2,6.416638440348494,0.17538476564514377,2
Chicken & Fish,Premium McWrap Chicken & Bacon (Grilled Chicken),10.7 oz (302 g),480,170,19.0,28,7.0,36,0.0,95,32,1370,57,42,14,3,13,6,36,60,25,20,20,10.7,44.859813084112155,0.4418604651162791,2,4.657034264446253,-0.9812882741422853,2
Chicken & Fish,Premium McWrap Chicken & Ranch (Crispy Chicken),10.9 oz (310 g),610,280,31.0,47,8.0,40,0.5,65,21,1340,56,56,19,3,14,8,27,60,15,20,20,10.9,55.96330275229358,0.543859649122807,2,5.781402335707986,0.22018250320020713,2
Chicken & Fish,Premium McWrap Chicken & Ranch (Grilled Chicken),10.5 oz (297 g),450,160,18.0,27,6.0,31,0.5,80,27,1170,49,42,14,3,14,6,30,60,15,15,20,10.5,42.857142857142854,0.4186046511627907,2,4.071312690147964,-0.6130012707486987,2
Chicken & Fish,Premium McWrap Southwest Chicken (Crispy Chicken),11.1 oz (314 g),670,300,33.0,51,8.0,40,0.5,60,21,1480,62,68,23,5,19,12,27,60,15,20,20,11.1,60.36036036036036,0.4782608695652174,2,6.731400111550688,0.517079862466632,2
Chicken & Fish,Premium McWrap Southwest Chicken (Grilled Chicken),11.2 oz (318 g),520,180,20.0,31,6.0,32,0.0,80,27,1320,55,55,18,5,20,10,31,70,15,20,20,11.2,46.42857142857143,0.35714285714285715,2,5.036321924143432,-0.4435497553647008,2
Chicken & Fish,Premium McWrap Chicken Sweet Chili (Crispy Chicken),10.7 oz (304 g),540,200,23.0,35,4.5,23,0.0,50,16,1260,52,61,20,3,13,14,23,60,15,8,20,10.7,50.46728971962617,0.3709677419354839,2,4.005518649211036,-0.43128221456289606,2
Chicken & Fish,Premium McWrap Chicken Sweet Chili (Grilled Chicken),10.3 oz (291 g),380,90,10.0,15,3.0,14,0.0,65,22,1090,45,47,16,3,13,12,27,60,15,8,20,10.3,36.89320388349514,0.20833333333333334,2,2.3652314123245923,-1.0745043496875608,2
Chicken & Fish,Chicken McNuggets (4 piece),2.3 oz (65 g),190,110,12.0,18,2.0,10,0.0,25,9,360,15,12,4,1,2,0,9,0,2,0,2,2.3,82.60869565217392,0.9230769230769231,2,-0.2928309732246629,-3.47329823561388,1
Chicken & Fish,Chicken McNuggets (6 piece),3.4 oz (97 g),280,160,18.0,27,3.0,15,0.0,40,13,540,22,18,6,1,4,0,13,0,2,2,4,3.4,82.3529411764706,0.9473684210526315,2,0.945875695790101,-3.1286497249455643,2
Chicken & Fish,Chicken McNuggets (10 piece),5.7 oz (162 g),470,270,30.0,45,5.0,25,0.0,65,22,900,37,30,10,2,6,0,22,0,4,2,6,5.7,82.45614035087719,0.967741935483871,2,3.4845356351105488,-2.5131201650474253,2
Chicken & Fish,Filet-O-Fish,5 oz (142 g),390,170,19.0,29,4.0,19,0.0,40,14,590,24,39,13,2,7,5,15,2,0,15,10,5.0,78.0,0.475,2,1.5641888325206048,-1.755892756204383,2
Snacks & Sides,Chipotle BBQ Snack Wrap (Crispy Chicken),4.6 oz (130 g),340,130,15.0,23,4.5,22,0.0,30,11,780,33,37,12,1,6,8,14,4,0,10,10,4.6,73.91304347826087,0.39473684210526316,3,0.9430925020023377,-1.7862900848054244,2
Snacks & Sides,Chipotle BBQ Snack Wrap (Grilled Chicken),4.3 oz (123 g),260,70,8.0,13,3.5,18,0.0,40,14,700,29,30,10,1,6,7,16,4,2,10,10,4.3,60.46511627906977,0.25806451612903225,3,0.016033936477322843,-2.076209984485239,1
Snacks & Sides,Honey Mustard Snack Wrap (Crispy Chicken),4.3 oz (123 g),330,130,15.0,23,4.5,22,0.0,35,11,730,30,34,11,1,5,3,14,2,0,10,10,4.3,76.74418604651163,0.42857142857142855,3,0.8756743436312157,-1.9961977344110706,2
Snacks & Sides,Honey Mustard Snack Wrap (Grilled Chicken),4.1 oz (116 g),250,70,8.0,13,3.5,18,0.0,45,14,650,27,27,9,1,5,2,16,2,2,10,10,4.1,60.97560975609757,0.2857142857142857,3,-0.062018195493040135,-2.2763281444908503,1
Snacks & Sides,Ranch Snack Wrap (Crispy Chicken),4.5 oz (128 g),360,180,20.0,30,5.0,27,0.0,40,13,810,34,32,11,1,5,3,15,2,0,10,10,4.5,80.0,0.6060606060606061,3,1.70317414358066,-2.04230102959723,2
Snacks & Sides,Ranch Snack Wrap (Grilled Chicken),4.3 oz (121 g),280,120,13.0,20,4.5,22,0.0,45,16,720,30,25,8,1,5,2,16,2,2,10,10,4.3,65.11627906976744,0.5,3,0.7469976353039091,-2.376501706987187,2
Snacks & Sides,Small French Fries,2.6 oz (75 g),230,100,11.0,17,1.5,8,0.0,0,0,130,5,30,10,2,10,0,2,0,30,0,4,2.6,88.46153846153845,0.3548387096774194,3,-0.6367941535648949,-2.812857156033405,1
Snacks & Sides,Medium French Fries,3.9 oz (111 g),340,140,16.0,24,2.5,11,0.0,0,0,190,8,44,15,4,14,0,4,0,45,2,4,3.9,87.17948717948718,0.35555555555555557,3,0.7471004743423315,-2.380532955470157,2
Snacks & Sides,Large French Fries,5.9 oz (168 g),510,220,24.0,37,3.5,17,0.0,0,0,290,12,67,22,5,22,0,6,0,70,2,8,5.9,86.44067796610169,0.35294117647058826,3,2.8155025142109853,-1.7537092560498804,2
Snacks & Sides,Kids French Fries,1.3 oz (38 g),110,50,5.0,8,1.0,4,0.0,0,0,65,3,15,5,1,5,0,1,0,15,0,2,1.3,84.61538461538461,0.3125,3,-2.089533183351637,-3.2127094789623913,1
Snacks & Sides,Side Salad,3.1 oz (87 g),20,0,0.0,0,0.0,0,0.0,0,0,10,0,4,1,1,6,2,1,45,25,2,4,3.1,6.451612903225806,0.0,3,-3.2407441449935246,-2.6561438099202452,1
Snacks & Sides,Fruit 'n Yogurt Parfait,5.2 oz (149 g),150,20,2.0,3,1.0,5,0.0,5,2,70,3,30,10,1,3,23,4,2,15,10,4,5.2,28.846153846153847,0.06451612903225806,3,-2.7104985551696332,-1.6271444361906273,1
Desserts,Baked Apple Pie,2.7 oz (77 g),250,110,13.0,19,7.0,35,0.0,0,0,170,7,32,11,4,15,13,2,4,25,2,6,2.7,92.59259259259258,0.3939393939393939,4,0.6284859424735623,-2.1080786630558284,2
Desserts,Chocolate Chip Cookie,1 cookie (33 g),160,70,8.0,12,3.5,19,0.0,10,3,90,4,21,7,1,3,15,2,2,0,2,8,1.0,160.0,0.36363636363636365,4,-0.9281495968023982,-2.6020602904240584,1
Desserts,Oatmeal Raisin Cookie,1 cookie (33 g),150,50,6.0,9,2.5,13,0.0,10,3,135,6,22,7,1,3,13,2,2,0,2,6,1.0,150.0,0.2608695652173913,4,-1.3805880782050166,-2.627512249117738,1
Desserts,Kids Ice Cream Cone,1 oz (29 g),45,10,1.5,2,1.0,4,0.0,5,2,20,1,7,2,0,0,6,1,2,0,4,0,1.0,45.0,0.1875,4,-3.5345466840358846,-2.7389832909343097,1
Desserts,Hot Fudge Sundae,6.3 oz (179 g),330,80,9.0,14,7.0,34,0.0,25,8,170,7,53,18,1,3,48,8,8,0,25,8,6.3,52.38095238095238,0.16666666666666666,4,-0.6253671300024657,0.6348757372772859,3
Desserts,Hot Caramel Sundae,6.4 oz (182 g),340,70,8.0,12,5.0,24,0.0,30,10,150,6,60,20,0,0,43,7,10,0,25,0,6.4,53.125,0.13114754098360656,4,-1.404888841321433,0.890269595839031,3
Desserts,Strawberry Sundae,6.3 oz (178 g),280,60,6.0,10,4.0,20,0.0,25,8,85,4,49,16,0,0,45,6,8,4,20,0,6.3,44.44444444444444,0.12,4,-1.9744446766882784,0.3142057804037919,3
Beverages,Coca-Cola Classic (Small),16 fl oz cup,140,0,0.0,0,0.0,0,0.0,0,0,0,0,39,13,0,0,39,0,0,0,0,0,16.0,8.75,0.0,5,-4.299284502326163,-0.4131482830849129,1
Beverages,Coca-Cola Classic (Medium),21 fl oz cup,200,0,0.0,0,0.0,0,0.0,0,0,5,0,55,18,0,0,55,0,0,0,0,0,21.0,9.523809523809524,0.0,5,-4.214425637095068,0.5557201588949585,1
Beverages,Coca-Cola Classic (Large),30 fl oz cup,280,0,0.0,0,0.0,0,0.0,0,0,5,0,76,25,0,0,76,0,0,0,0,0,30.0,9.333333333333334,0.0,5,-4.156177838847071,1.9290033083600129,3
Beverages,Coca-Cola Classic (Child),12 fl oz cup,100,0,0.0,0,0.0,0,0.0,0,0,0,0,28,9,0,0,28,0,0,0,0,0,12.0,8.333333333333334,0.0,5,-4.349458647688821,-1.1227474250944711,1
Beverages,Diet Coke (Small),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,5,-4.788442950007998,-2.4210791276510943,1
Beverages,Diet Coke (Medium),21 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0.0,5,-4.872417399483922,-2.2815321811920946,1
Beverages,Diet Coke (Large),30 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,5,-5.047077214093183,-2.017962674629724,1
Beverages,Diet Coke (Child),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,5,-4.692672914074269,-2.5478071845112193,1
Beverages,Dr Pepper (Small),16 fl oz cup,140,0,0.0,0,0.0,0,0.0,0,0,45,2,37,12,0,0,35,0,0,0,0,0,16.0,8.75,0.0,5,-4.264943690433984,-0.582960825526547,1
Beverages,Dr Pepper (Medium),21 fl oz cup,190,0,0.0,0,0.0,0,0.0,0,0,65,3,53,18,0,0,51,0,0,0,0,0,21.0,9.047619047619047,0.0,5,-4.163362341658652,0.41333071877716454,1
Beverages,Dr Pepper (Large),30 fl oz cup,270,0,0.0,0,0.0,0,0.0,0,0,90,4,72,24,0,0,70,0,0,0,0,0,30.0,9.0,0.0,5,-4.0966556043821605,1.6606773935154355,3
Beverages,Dr Pepper (Child),12 fl oz cup,100,0,0.0,0,0.0,0,0.0,0,0,30,1,27,9,0,0,26,0,0,0,0,0,12.0,8.333333333333334,0.0,5,-4.321932701537294,-1.1858275600670756,1
Beverages,Diet Dr Pepper (Small),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,70,3,0,0,0,0,0,2,0,0,0,0,16.0,0.0,0.0,5,-4.670440453235328,-2.453461881876076,1
Beverages,Diet Dr Pepper (Medium),21 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,100,4,0,0,0,0,0,3,0,0,0,0,21.0,0.0,0.0,5,-4.718815328719042,-2.317756354181861,1
Beverages,Diet Dr Pepper (Large),30 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,140,6,0,0,0,0,0,4,0,0,0,0,30.0,0.0,0.0,5,-4.830910562477587,-2.0722402968839213,1
Beverages,Diet Dr Pepper (Child),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,50,2,0,0,0,0,0,1,0,0,0,0,12.0,0.0,0.0,5,-4.637234998152312,-2.562136489471773,1
Beverages,Sprite (Small),16 fl oz cup,140,0,0.0,0,0.0,0,0.0,0,0,30,1,37,12,0,0,37,0,0,0,0,0,16.0,8.75,0.0,5,-4.289205705374023,-0.5398407340213484,1
Beverages,Sprite (Medium),21 fl oz cup,200,0,0.0,0,0.0,0,0.0,0,0,45,2,54,18,0,0,54,0,0,0,0,0,21.0,9.523809523809524,0.0,5,-4.171815520919139,0.499820988759677,1
Beverages,Sprite (Large),30 fl oz cup,280,0,0.0,0,0.0,0,0.0,0,0,60,3,74,25,0,0,74,0,0,0,0,0,30.0,9.333333333333334,0.0,5,-4.0958806192253565,1.8303983510419761,3
Beverages,Sprite (Child),12 fl oz cup,100,0,0.0,0,0.0,0,0.0,0,0,25,1,27,9,0,0,27,0,0,0,0,0,12.0,8.333333333333334,0.0,5,-4.326686873442639,-1.168158709033983,1
Beverages,1% Low Fat Milk Jug,1 carton (236 ml),100,20,2.5,4,1.5,8,0.0,10,3,125,5,12,4,0,0,12,8,10,4,30,0,1.0,100.0,0.19230769230769232,5,-2.52718207666661,-1.9391498664844637,1
Beverages,Fat Free Chocolate Milk Jug,1 carton (236 ml),130,0,0.0,0,0.0,0,0.0,5,2,135,6,23,8,1,2,22,9,10,0,30,8,1.0,130.0,0.0,5,-2.242929542783804,-1.709151933571988,1
Beverages,Dasani Water Bottle,16.9 fl oz,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0.0,0.0,5,-4.8117563028893775,-2.3916108557245863,1
Coffee & Tea,Iced Tea (Small),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,6,-4.87297846225596,-2.3105129715846258,1
Coffee & Tea,Iced Tea (Medium),21 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0.0,6,-4.9742489182614325,-2.161830887308234,1
Coffee & Tea,Iced Tea (Large),30 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,6,-5.141782067941933,-1.901985525049742,1
Coffee & Tea,Iced Tea (Child),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,6,-4.794504432851777,-2.42810589062736,1
Coffee & Tea,Sweet Tea (Small),16 fl oz cup,150,0,0.0,0,0.0,0,0.0,0,0,10,0,36,12,0,0,36,1,0,0,0,0,16.0,9.375,0.0,6,-4.35568205441059,-0.4389043781827926,1
Coffee & Tea,Sweet Tea (Medium),21 fl oz cup,180,0,0.0,0,0.0,0,0.0,0,0,10,0,45,15,0,0,45,1,0,0,0,0,21.0,8.571428571428571,0.0,6,-4.364153054213415,0.18159352034334506,1
Coffee & Tea,Sweet Tea (Large),30 fl oz cup,220,0,0.0,0,0.0,0,0.0,0,0,10,1,54,18,0,0,54,1,0,0,0,0,30.0,7.333333333333333,0.0,6,-4.431109944408723,0.9282113969175413,3
Coffee & Tea,Sweet Tea (Child),12 fl oz cup,110,0,0.0,0,0.0,0,0.0,0,0,5,0,27,9,0,0,27,0,0,0,0,0,12.0,9.166666666666666,0.0,6,-4.415096936733359,-1.0374443197032308,1
Coffee & Tea,Coffee (Small),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,6,-4.797046768251977,-2.4267531422489808,1
Coffee & Tea,Coffee (Medium),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,6,-4.878063133056354,-2.307807474827867,1
Coffee & Tea,Coffee (Large),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,6,-4.878063133056354,-2.307807474827867,1
Coffee & Tea,Latte (Small),12 fl oz cup,170,80,9.0,13,5.0,24,0.0,25,9,115,5,15,5,1,3,12,9,8,0,30,0,12.0,14.166666666666666,0.5625,6,-1.735974224585768,-0.9517580768838837,1
Coffee & Tea,Latte (Medium),16 fl oz cup,210,90,10.0,16,6.0,30,0.0,30,11,140,6,18,6,1,4,15,11,10,0,35,0,16.0,13.125,0.5263157894736842,6,-1.391113243278331,-0.4206979532108531,3
Coffee & Tea,Latte (Large),20 fl oz cup,280,120,14.0,21,8.0,39,0.0,40,14,180,8,24,8,1,6,20,15,15,0,50,2,20.0,14.0,0.56,6,-0.4039822044624921,0.48800263866115584,3
Coffee & Tea,Caramel Latte (Small),12 fl oz cup,270,80,9.0,13,5.0,24,0.0,25,9,115,5,40,13,1,3,38,9,8,0,30,0,12.0,22.5,0.21951219512195122,6,-1.718241408950752,0.5317023763481099,3
Coffee & Tea,Caramel Latte (Medium),16 fl oz cup,340,90,10.0,16,6.0,30,0.0,30,11,140,6,50,17,1,4,48,11,10,0,35,0,16.0,21.25,0.19607843137254902,6,-1.2690111891163174,1.4603349115451572,3
Coffee & Tea,Caramel Latte (Large),20 fl oz cup,430,120,14.0,21,8.0,39,0.0,40,14,180,8,62,21,1,6,59,15,15,0,50,2,20.0,21.5,0.2222222222222222,6,-0.22770392695190947,2.688281919482835,3
Coffee & Tea,Hazelnut Latte (Small),12 fl oz cup,270,80,9.0,13,5.0,24,0.0,25,9,115,5,40,13,1,3,38,9,8,0,30,0,12.0,22.5,0.21951219512195122,6,-1.718241408950752,0.5317023763481099,3
Coffee & Tea,Hazelnut Latte (Medium),16 fl oz cup,330,90,10.0,16,6.0,30,0.0,30,11,140,6,50,17,1,4,47,11,10,0,35,0,16.0,20.625,0.19607843137254902,6,-1.2839601992450427,1.434840917454248,3
Coffee & Tea,Hazelnut Latte (Large),20 fl oz cup,430,120,14.0,21,8.0,39,0.0,40,14,180,8,62,21,1,6,58,15,15,0,50,2,20.0,21.5,0.2222222222222222,6,-0.2254920904467621,2.6719658168281217,3
Coffee & Tea,French Vanilla Latte (Small),12 fl oz cup,260,80,9.0,13,5.0,24,0.0,25,9,115,5,38,13,1,3,36,9,8,0,30,0,12.0,21.666666666666668,0.23076923076923078,6,-1.730430273407481,0.4524954122641456,3
Coffee & Tea,French Vanilla Latte (Medium),16 fl oz cup,330,90,10.0,16,6.0,30,0.0,30,11,140,6,48,16,1,4,45,11,10,0,35,2,16.0,20.625,0.20408163265306123,6,-1.22557347190834,1.2885014922507598,3
Coffee & Tea,French Vanilla Latte (Large),20 fl oz cup,420,120,14.0,21,8.0,39,0.0,40,14,190,8,60,20,1,6,56,15,15,0,50,2,20.0,21.0,0.22950819672131148,6,-0.24727415752372747,2.5432304733907665,3
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,210,80,9.0,13,5.0,24,0.0,25,9,150,6,24,8,1,4,12,9,8,0,30,0,12.0,17.5,0.36,6,-1.7053700857699747,-0.5450570681373911,3
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,260,90,10.0,16,6.0,30,0.0,30,11,190,8,29,10,1,5,15,12,10,0,35,0,16.0,16.25,0.3333333333333333,6,-1.272671852719107,0.0637931385777617,3
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,330,120,14.0,21,8.0,39,0.0,40,14,240,10,37,12,2,7,20,15,15,0,50,2,20.0,16.5,0.3684210526315789,6,-0.1412304340796745,0.9391400974152979,3
Coffee & Tea,Nonfat Latte (Small),12 fl oz cup,100,0,0.0,0,0.0,0,0.0,5,2,110,5,15,5,1,3,13,10,10,0,30,0,12.0,8.333333333333334,0.0,6,-3.6628262506084317,-1.0957868001581386,1
Coffee & Tea,Nonfat Latte (Medium),16 fl oz cup,130,0,0.0,0,0.0,0,0.0,5,2,135,6,19,6,1,4,16,12,15,0,40,0,16.0,8.125,0.0,6,-3.5033683498755956,-0.5453866699998291,1
Coffee & Tea,Nonfat Latte (Large),20 fl oz cup,170,0,0.5,1,0.0,0,0.0,10,3,180,7,25,8,1,6,21,16,15,0,50,2,20.0,8.5,0.019230769230769232,6,-3.095700719412902,0.006500596249325718,3
Coffee & Tea,Nonfat Caramel Latte (Small),12 fl oz cup,200,0,0.0,0,0.0,0,0.0,5,2,110,5,41,14,1,3,39,10,10,0,30,0,12.0,16.666666666666668,0.0,6,-3.304076119261154,0.254349271088869,3
Coffee & Tea,Nonfat Caramel Latte (Medium),16 fl oz cup,250,0,0.0,0,0.0,0,0.0,5,2,135,6,51,17,1,4,48,12,15,0,40,0,16.0,15.625,0.0,6,-3.084673742469379,1.1205365527651896,3
Coffee & Tea,Nonfat Caramel Latte (Large),20 fl oz cup,310,0,0.5,1,0.0,0,0.0,10,3,180,7,63,21,1,6,59,16,15,0,50,2,20.0,15.5,0.0078125,6,-2.6256810329346516,1.993374642638751,3
Coffee & Tea,Nonfat Hazelnut Latte (Small),12 fl oz cup,200,0,0.0,0,0.0,0,0.0,5,2,110,5,40,13,1,3,38,10,10,0,30,0,12.0,16.666666666666668,0.0,6,-3.3193114319553936,0.17442085247032352,3
Coffee & Tea,Nonfat Hazelnut Latte (Medium),16 fl oz cup,250,0,0.0,0,0.0,0,0.0,5,2,135,6,51,17,1,4,48,12,15,0,40,0,16.0,15.625,0.0,6,-3.084673742469379,1.1205365527651896,3
Coffee & Tea,Nonfat Hazelnut Latte (Large),20 fl oz cup,310,0,0.5,1,0.0,0,0.0,10,3,180,7,63,21,1,6,59,16,15,0,50,2,20.0,15.5,0.0078125,6,-2.6256810329346516,1.993374642638751,3
Coffee & Tea,Nonfat French Vanilla Latte (Small),12 fl oz cup,190,0,0.0,0,0.0,0,0.0,5,2,115,5,39,13,1,3,37,10,10,0,30,0,12.0,15.833333333333334,0.0,6,-3.337426461326338,0.13254260441482504,3
Coffee & Tea,Nonfat French Vanilla Latte (Medium),16 fl oz cup,240,0,0.0,0,0.0,0,0.0,5,2,140,6,49,16,1,4,46,12,15,0,40,2,16.0,15.0,0.0,6,-3.0484556407848267,0.9682617649283816,3
Coffee & Tea,Nonfat French Vanilla Latte (Large),20 fl oz cup,300,0,0.5,1,0.0,0,0.0,10,3,180,8,60,20,1,6,56,16,15,0,50,2,20.0,15.0,0.00819672131147541,6,-2.6489986963973253,1.832660101753796,3
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,140,0,0.0,0,0.0,0,0.0,5,2,150,6,24,8,1,4,13,10,10,0,30,0,12.0,11.666666666666666,0.0,6,-3.4386439500832395,-0.806709966259006,1
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,170,0,0.0,0,0.0,0,0.0,5,2,180,8,30,10,1,5,16,12,15,0,40,0,16.0,10.625,0.0,6,-3.2480032726458066,-0.18109694025937093,3
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,220,0,0.5,1,0.0,0,0.0,10,3,240,10,38,13,2,7,21,16,15,0,50,2,20.0,11.0,0.01282051282051282,6,-2.632967840899117,0.3925987941171109,3
Coffee & Tea,Mocha (Small),12 fl oz cup,340,100,11.0,18,7.0,34,0.0,35,12,150,6,49,16,2,6,42,10,10,0,30,6,12.0,28.333333333333332,0.22,6,-0.5154204438503235,0.9387124795952063,3
Coffee & Tea,Mocha (Medium),16 fl oz cup,410,120,14.0,21,8.0,40,0.0,40,14,190,8,60,20,2,8,53,13,10,0,40,6,16.0,25.625,0.22950819672131148,6,0.12575854350648455,1.9422206764113845,3
Coffee & Tea,Mocha (Large),20 fl oz cup,500,150,17.0,26,10.0,49,0.5,50,17,240,10,72,24,2,10,63,16,15,0,50,8,20.0,25.0,0.2328767123287671,6,1.2450319317847696,3.4644556149413734,0
Coffee & Tea,Mocha with Nonfat Milk (Small),12 fl oz cup,270,30,3.5,5,2.0,11,0.0,15,5,150,6,49,16,2,6,43,11,10,0,35,6,12.0,22.5,0.07,6,-1.9696155203181542,0.6398989643452224,3
Coffee & Tea,Mocha with Nonfat Milk (Medium),16 fl oz cup,330,30,3.5,6,2.0,11,0.0,15,5,190,8,60,20,2,8,53,13,15,0,40,6,16.0,20.625,0.05737704918032787,6,-1.680402050471428,1.4920975076789715,3
Coffee & Tea,Mocha with Nonfat Milk (Large),20 fl oz cup,390,35,4.0,6,2.5,12,0.0,20,6,240,10,73,24,2,10,64,17,20,0,50,8,20.0,19.5,0.05405405405405406,6,-1.156923343511184,2.477887796384184,3
Coffee & Tea,Caramel Mocha (Small),12 fl oz cup,320,100,11.0,17,7.0,33,0.0,35,12,170,7,45,15,1,3,40,10,10,0,30,2,12.0,26.666666666666668,0.2391304347826087,6,-0.9769121580102222,0.9070700461572205,3
Coffee & Tea,Caramel Mocha (Medium),16 fl oz cup,390,120,14.0,21,8.0,40,0.5,40,14,220,9,55,18,1,4,50,12,15,0,40,2,16.0,24.375,0.25,6,-0.18434874503735196,2.311181123388791,3
Coffee & Tea,Caramel Mocha (Large),20 fl oz cup,480,150,17.0,26,10.0,49,0.5,50,17,270,11,66,22,1,5,60,16,15,0,50,4,20.0,24.0,0.2537313432835821,6,0.7232255153725686,3.3663860866994924,0
Coffee & Tea,Nonfat Caramel Mocha (Small),12 fl oz cup,250,30,3.5,5,2.0,10,0.0,15,5,170,7,45,15,1,3,41,10,10,0,35,2,12.0,20.833333333333332,0.07608695652173914,6,-2.452308945564517,0.6162899613451478,3
Coffee & Tea,Nonfat Caramel Mocha (Medium),16 fl oz cup,310,30,3.5,5,2.0,11,0.0,15,5,210,9,56,19,1,4,51,13,15,0,40,2,16.0,19.375,0.06140350877192982,6,-2.182630247824361,1.4880070689044251,3
Coffee & Tea,Nonfat Caramel Mocha (Large),20 fl oz cup,370,35,3.5,6,2.5,11,0.0,20,6,270,11,67,22,1,5,61,17,20,0,50,4,20.0,18.5,0.051470588235294115,6,-1.723473867579554,2.3842037841892245,3
Coffee & Tea,Hot Chocolate (Small),12 fl oz cup,360,120,13.0,21,8.0,39,0.0,40,14,180,8,50,17,1,3,45,11,10,0,40,6,12.0,30.0,0.2549019607843137,6,-0.31721361104833296,1.4161241129856448,3
Coffee & Tea,Hot Chocolate (Medium),16 fl oz cup,440,140,16.0,25,9.0,47,0.5,50,16,220,9,61,20,1,4,56,14,15,0,45,6,16.0,27.5,0.25806451612903225,6,0.5011169427587603,2.7932212898266133,0
Coffee & Tea,Hot Chocolate (Large),20 fl oz cup,540,180,20.0,31,12.0,58,0.5,60,20,280,12,73,24,1,5,68,17,20,0,60,8,20.0,27.0,0.2702702702702703,6,1.617648106347275,4.118594357387764,0
